MSFT,2020-12-01,214.51,217.32,213.35,216.21,216.21,30498026,0.0,1.0
MSFT,2020-12-02,214.88,215.47,212.8,215.37,215.37,23724509,0.0,1.0
MSFT,2020-12-07,214.37,215.54,212.99,214.29,214.29,24619997,0.0,1.0
MSFT,2020-12-04,214.22,215.38,213.18,214.36,214.36,24666039,0.0,1.0
MSFT,2020-12-03,214.61,216.376,213.65,214.24,214.24,25120922,0.0,1.0
MSFT,2020-11-30,214.1,214.76,210.835,214.07,214.07,33064753,0.0,1.0
